Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Total_Hours_Worked,Average_Hours_Per_Day,Max_Hours_Per_Day,Min_Hours_Per_Day
45,0,2,Research & Development,8,4,Life Sciences,2575,0,2,Manager,Single,29940,4.0,18,1,12.0,2,4,0,3,3,3,2,3,3,2032h 15min,7h 47min,8h 35min,6h 56min
33,0,1,Sales,1,3,Life Sciences,2576,0,5,Sales Executive,Single,12230,1.0,13,1,10.0,3,10,0,9,3,3,2,3,2,1663h 17min,6h 22min,7h 4min,5h 34min
28,0,2,Sales,8,3,Life Sciences,2577,1,4,Research Scientist,Married,11180,1.0,11,0,7.0,3,7,0,7,3,3,3,4,3,2767h 24min,10h 36min,11h 13min,9h 43min
29,1,2,Human Resources,2,4,Human Resources,2578,1,2,Sales Executive,Single,28750,1.0,11,0,1.0,3,1,0,0,3,3,3,1,3,1772h 53min,6h 47min,7h 46min,5h 51min
39,0,0,Research & Development,8,5,Medical,2579,0,2,Sales Representative,Married,188240,6.0,19,1,10.0,4,3,1,2,3,3,1,3,3,1636h 20min,6h 16min,7h 1min,5h 16min
27,0,1,Sales,3,2,Technical Degree,2580,1,2,Healthcare Representative,Married,135770,1.0,12,1,6.0,2,5,1,2,3,3,2,2,2,1899h 30min,7h 16min,8h 5min,6h 25min
34,0,2,Research & Development,9,4,Life Sciences,2581,0,2,Manufacturing Director,Married,26250,1.0,12,3,16.0,4,15,6,11,3,3,3,4,3,2323h 16min,8h 54min,9h 50min,8h 7min
28,1,1,Research & Development,25,3,Technical Degree,2582,1,1,Research Director,Single,187890,3.0,16,1,6.0,4,2,2,2,3,3,4,3,3,2451h 39min,9h 23min,10h 24min,8h 31min
47,0,0,Research & Development,1,4,Medical,2583,1,1,Research Scientist,Married,45380,8.0,11,0,16.0,3,8,1,7,3,3,3,2,4,1564h 41min,5h 59min,6h 49min,5h 14min
56,0,1,Research & Development,4,3,Technical Degree,2584,0,2,Sales Executive,Married,198470,4.0,14,0,6.0,6,0,0,0,3,3,4,1,3,2066h 31min,7h 55min,8h 52min,6h 55min
39,0,1,Research & Development,1,3,Other,2585,0,1,Laboratory Technician,Married,105120,1.0,12,1,10.0,2,10,7,9,3,3,1,1,3,1831h 30min,7h 1min,7h 45min,6h 19min
38,0,2,Research & Development,4,2,Medical,2586,0,1,Manager,Divorced,44440,1.0,13,0,20.0,2,20,0,7,3,3,4,2,3,2819h 28min,10h 48min,11h 37min,10h 1min
58,0,1,Sales,5,3,Marketing,2587,1,5,Sales Representative,Married,21540,4.0,21,1,29.0,3,1,0,0,3,4,4,4,2,2580h 11min,9h 53min,10h 56min,8h 43min
32,1,2,Research & Development,9,3,Life Sciences,2588,1,2,Laboratory Technician,Single,191900,3.0,17,1,8.0,2,4,0,3,3,3,1,3,3,2667h 22min,10h 13min,11h 3min,9h 35min
38,0,1,Research & Development,3,4,Life Sciences,2589,0,1,Sales Representative,Divorced,44900,2.0,21,1,10.0,1,5,0,3,3,4,2,4,4,1985h 11min,7h 36min,8h 18min,6h 54min
49,0,2,Sales,11,4,Life Sciences,2590,1,2,Research Scientist,Married,35060,3.0,11,1,28.0,4,5,4,3,2,3,2,4,3,1654h 31min,6h 20min,7h 4min,5h 19min
42,0,1,Sales,1,3,Life Sciences,2591,0,1,Sales Executive,Divorced,23720,3.0,12,1,14.0,3,0,0,0,3,3,2,4,3,2273h 31min,8h 42min,9h 33min,7h 43min
27,1,2,Sales,8,1,Life Sciences,2592,1,4,Laboratory Technician,Married,102310,1.0,13,1,1.0,2,1,0,0,3,3,1,2,3,1686h 0min,6h 27min,7h 15min,5h 39min
35,0,1,Research & Development,25,1,Medical,2593,1,1,Sales Executive,Married,54100,0.0,18,0,6.0,4,5,0,4,3,3,2,1,1,1722h 17min,6h 35min,7h 14min,5h 43min
28,0,0,Research & Development,21,1,Medical,2594,1,3,Research Scientist,Single,79780,1.0,16,2,5.0,2,5,1,4,3,3,3,3,2,1737h 24min,6h 39min,7h 27min,5h 49min
31,0,0,Sales,23,1,Medical,2595,1,1,Sales Executive,Divorced,38670,1.0,11,1,4.0,4,4,2,3,4,3,3,1,4,2554h 5min,9h 47min,10h 37min,9h 3min
36,0,0,Research & Development,1,3,Life Sciences,2596,1,2,Research Scientist,Married,28380,1.0,19,2,5.0,5,5,0,2,1,3,1,2,3,1851h 8min,7h 5min,7h 51min,6h 19min
34,0,1,Sales,2,3,Marketing,2597,1,4,Healthcare Representative,Single,46950,1.0,16,1,14.0,2,14,2,1,3,3,1,4,2,1564h 21min,5h 59min,6h 42min,5h 9min
34,0,1,Research & Development,19,3,Technical Degree,2598,0,1,Research Director,Divorced,33390,1.0,16,0,9.0,2,8,1,1,2,3,4,3,2,1763h 5min,6h 45min,7h 54min,6h 0min
26,0,1,Research & Development,2,2,Life Sciences,2599,1,2,Research Scientist,Single,20800,0.0,13,0,8.0,6,7,7,6,4,3,3,1,2,1774h 14min,6h 47min,7h 53min,6h 3min
29,0,1,Research & Development,2,4,Other,2600,1,2,Laboratory Technician,Married,20960,0.0,22,0,6.0,2,5,0,2,4,4,1,1,2,2024h 9min,7h 45min,8h 35min,6h 53min
32,0,0,Research & Development,3,1,Life Sciences,2601,1,3,Manager,Divorced,62090,5.0,17,1,9.0,5,5,1,2,4,3,3,4,3,1724h 17min,6h 36min,7h 19min,5h 54min
31,0,2,Research & Development,25,5,Technical Degree,2602,0,2,Human Resources,Married,180610,1.0,14,1,10.0,2,10,8,7,3,3,4,1,3,1792h 55min,6h 52min,7h 41min,5h 49min
28,1,1,Sales,7,5,Life Sciences,2603,0,2,Sales Representative,Divorced,171230,5.0,15,1,6.0,2,4,0,3,2,3,3,4,2,1642h 8min,6h 17min,7h 9min,5h 32min
38,0,1,Research & Development,9,2,Technical Degree,2604,1,3,Sales Representative,Single,23720,4.0,12,0,20.0,3,1,0,0,2,3,1,1,2,1870h 42min,7h 10min,8h 15min,6h 17min
35,0,1,Research & Development,5,3,Life Sciences,2605,1,2,Sales Representative,Married,48830,1.0,18,1,10.0,1,10,0,9,1,3,3,4,3,2299h 30min,8h 48min,9h 39min,7h 59min
27,0,1,Sales,2,3,Life Sciences,2606,0,1,Manager,Single,39040,1.0,15,0,7.0,2,7,0,7,3,3,4,4,3,2066h 18min,7h 55min,8h 45min,7h 1min
32,0,1,Research & Development,8,1,Medical,2607,0,2,Research Scientist,Single,46270,8.0,17,1,8.0,2,1,0,0,2,3,4,4,3,1905h 13min,7h 17min,8h 18min,6h 31min
31,1,2,Research & Development,2,1,Other,2608,1,3,Sales Executive,Married,70940,1.0,14,1,10.0,2,10,0,8,3,3,1,4,3,2690h 13min,10h 18min,10h 58min,9h 31min
53,1,1,Research & Development,18,3,Medical,2609,1,1,Research Scientist,Single,34230,6.0,15,1,15.0,4,2,2,2,3,3,1,1,2,2819h 33min,10h 48min,11h 30min,9h 56min
54,0,1,Research & Development,14,3,Other,2610,1,3,Research Scientist,Married,66740,3.0,17,1,9.0,2,4,2,3,3,3,1,3,2,2064h 56min,7h 54min,8h 43min,7h 0min
33,0,2,Research & Development,2,4,Medical,2611,0,4,Sales Executive,Divorced,168800,1.0,14,3,9.0,2,9,2,8,3,3,4,3,3,2057h 50min,7h 53min,8h 41min,7h 0min
43,0,1,Research & Development,3,3,Medical,2612,1,1,Research Scientist,Married,90940,1.0,12,1,10.0,0,10,0,9,3,3,1,3,3,1954h 8min,7h 29min,8h 18min,6h 30min
38,0,2,Research & Development,2,5,Medical,2613,0,4,Sales Executive,Married,84460,0.0,14,0,7.0,3,6,1,2,2,3,4,2,3,2092h 13min,8h 0min,8h 50min,7h 6min
55,0,1,Sales,9,3,Marketing,2614,1,2,Laboratory Technician,Married,119160,4.0,15,1,35.0,3,10,1,4,2,3,3,2,3,2150h 52min,8h 14min,9h 15min,7h 21min
31,0,1,Sales,6,3,Other,2615,1,1,Manufacturing Director,Divorced,45340,1.0,13,0,1.0,2,1,0,0,3,3,4,4,3,2818h 28min,10h 47min,11h 35min,10h 1min
39,0,1,Research & Development,4,3,Life Sciences,2616,1,2,Sales Executive,Single,98520,0.0,12,1,21.0,5,20,11,10,2,3,2,1,3,1592h 18min,6h 6min,6h 50min,5h 16min
42,0,0,Research & Development,10,4,Life Sciences,2617,0,2,Research Scientist,Single,61510,1.0,13,1,20.0,3,20,3,7,3,3,4,3,3,1723h 8min,6h 36min,7h 34min,5h 41min
31,0,0,Research & Development,14,2,Life Sciences,2618,1,2,Healthcare Representative,Married,23020,4.0,14,0,13.0,3,11,4,8,3,3,3,3,4,1596h 28min,6h 7min,6h 53min,5h 3min
54,0,1,Research & Development,1,3,Medical,2619,0,2,Human Resources,Single,23620,6.0,13,1,9.0,2,5,1,4,4,3,3,1,3,2735h 24min,10h 28min,11h 20min,9h 43min
24,0,1,Research & Development,5,4,Other,2620,1,1,Manufacturing Director,Single,178610,1.0,11,2,4.0,5,4,1,2,1,3,2,3,2,1795h 17min,6h 52min,7h 41min,6h 8min
23,0,1,Research & Development,7,3,Life Sciences,2621,1,2,Research Scientist,Single,191870,1.0,11,1,5.0,2,5,1,4,3,3,4,4,4,1826h 59min,6h 59min,7h 46min,6h 17min
40,0,2,Research & Development,21,3,Medical,2622,0,3,Research Scientist,Married,197170,1.0,21,0,10.0,1,10,9,4,2,4,4,3,4,2039h 5min,7h 48min,8h 39min,6h 55min
40,0,1,Research & Development,8,1,Medical,2623,0,5,Research Scientist,Married,35440,3.0,18,3,15.0,3,11,5,10,2,3,2,2,3,1619h 11min,6h 12min,6h 57min,5h 29min
25,0,1,Sales,20,5,Medical,2624,0,2,Laboratory Technician,Married,85000,4.0,12,0,6.0,2,2,1,2,3,3,3,2,3,1614h 46min,6h 11min,6h 55min,5h 31min
30,0,1,Human Resources,20,4,Life Sciences,2625,1,2,Research Scientist,Married,46610,1.0,11,0,12.0,3,12,1,7,2,3,4,2,2,1586h 3min,6h 4min,6h 46min,5h 15min
25,0,1,Research & Development,7,2,Medical,2626,1,5,Sales Executive,Divorced,41030,6.0,15,1,7.0,2,2,0,2,3,3,4,3,2,2656h 26min,10h 10min,10h 50min,9h 26min
47,0,1,Research & Development,1,4,Life Sciences,2627,1,2,Sales Executive,Single,42490,2.0,13,1,25.0,2,17,12,11,2,3,1,3,3,2035h 38min,7h 47min,8h 41min,6h 50min
33,0,0,Research & Development,1,3,Life Sciences,2628,1,2,Research Scientist,Divorced,140260,1.0,12,0,1.0,4,1,0,0,3,3,2,3,2,1619h 17min,6h 12min,7h 5min,5h 15min
38,0,1,Research & Development,19,3,Life Sciences,2629,0,2,Sales Executive,Married,68930,0.0,17,0,16.0,3,15,5,8,3,3,4,2,3,2059h 24min,7h 53min,8h 35min,7h 11min
31,0,1,Research & Development,10,4,Medical,2630,0,3,Sales Executive,Married,61250,0.0,13,1,3.0,3,2,1,2,3,3,1,3,3,1879h 44min,7h 12min,7h 58min,6h 26min
38,0,2,Research & Development,1,4,Other,2631,1,2,Research Scientist,Married,36690,2.0,19,0,10.0,2,8,7,7,3,3,1,3,3,1698h 49min,6h 30min,7h 21min,5h 45min
42,0,1,Research & Development,6,3,Medical,2632,1,2,Laboratory Technician,Divorced,100080,6.0,19,1,9.0,3,4,1,2,1,3,4,1,2,2563h 3min,9h 49min,10h 48min,8h 54min
41,0,1,Sales,2,2,Medical,2633,1,1,Healthcare Representative,Married,23870,3.0,17,1,12.0,1,5,1,0,1,3,4,4,3,2005h 43min,7h 41min,8h 31min,7h 1min
47,0,0,Research & Development,21,2,Medical,2634,1,1,Sales Executive,Married,46390,0.0,11,1,14.0,2,13,5,12,2,3,3,2,1,1871h 5min,7h 10min,7h 53min,6h 19min
35,0,1,Research & Development,4,3,Life Sciences,2635,1,2,Healthcare Representative,Married,78980,7.0,15,0,5.0,2,2,2,2,2,3,4,3,3,2723h 58min,10h 26min,11h 22min,9h 37min
22,0,1,Human Resources,12,1,Human Resources,2636,1,2,Sales Executive,Single,25340,0.0,11,0,4.0,1,3,1,2,3,3,4,3,4,1681h 16min,6h 26min,7h 12min,5h 34min
35,0,1,Research & Development,9,3,Medical,2637,0,2,Sales Executive,Single,131420,1.0,25,2,10.0,4,10,0,8,3,4,2,3,3,2091h 46min,8h 0min,8h 41min,7h 13min
33,0,1,Sales,3,4,Medical,2638,1,3,Healthcare Representative,Married,16110,0.0,14,0,10.0,2,9,8,1,2,3,2,4,3,2373h 58min,9h 5min,9h 54min,8h 5min
32,0,1,Research & Development,3,2,Technical Degree,2639,1,3,Manufacturing Director,Single,53630,1.0,13,0,6.0,4,6,4,1,3,3,3,2,3,1825h 30min,6h 59min,7h 45min,6h 18min
40,0,1,Research & Development,1,4,Medical,2640,1,2,Research Director,Married,50710,8.0,17,1,8.0,3,1,0,0,2,3,1,4,2,1615h 9min,6h 11min,7h 0min,5h 18min
32,0,1,Research & Development,1,2,Medical,2641,1,3,Sales Executive,Married,136950,0.0,13,0,3.0,3,2,2,2,3,3,2,2,3,1566h 40min,6h 0min,6h 50min,5h 9min
39,0,1,Research & Development,4,4,Life Sciences,2642,1,1,Sales Executive,Single,134020,7.0,14,1,18.0,1,7,1,7,3,3,1,4,3,2092h 16min,8h 0min,8h 39min,7h 9min
38,0,1,Sales,20,4,Medical,2643,0,2,Research Director,Married,20290,3.0,11,1,20.0,3,18,1,11,2,3,2,3,3,2097h 33min,8h 2min,9h 7min,7h 8min
32,0,1,Research & Development,18,3,Life Sciences,2644,1,2,Manager,Married,63770,1.0,12,2,14.0,3,14,5,7,3,3,3,4,3,2059h 33min,7h 53min,8h 35min,7h 3min
37,0,1,Research & Development,1,3,Life Sciences,2645,0,4,Sales Executive,Married,54290,1.0,17,1,16.0,3,16,6,8,3,3,3,4,3,2456h 54min,9h 24min,10h 26min,8h 39min
25,0,1,Research & Development,2,4,Medical,2646,0,2,Manufacturing Director,Divorced,27850,0.0,21,0,6.0,2,5,0,4,3,4,1,3,2,2096h 41min,8h 1min,8h 56min,7h 16min
52,0,0,Research & Development,2,4,Other,2647,1,1,Manager,Divorced,46140,2.0,16,1,16.0,3,9,0,0,3,3,1,4,2,1777h 50min,6h 48min,7h 40min,5h 51min
44,0,1,Research & Development,8,1,Life Sciences,2648,0,1,Sales Representative,Single,26100,6.0,15,0,6.0,2,4,1,2,3,3,2,4,3,2812h 0min,10h 46min,11h 43min,9h 58min
21,0,1,Sales,10,5,Medical,2649,1,3,Research Scientist,Single,66870,1.0,19,3,2.0,0,2,1,2,3,3,3,1,3,2144h 0min,8h 12min,8h 58min,7h 26min
39,0,0,Research & Development,3,4,Life Sciences,2650,0,2,Research Director,Single,47240,2.0,12,1,21.0,4,6,1,3,4,3,4,4,2,1646h 28min,6h 18min,7h 1min,5h 30min
23,1,2,Research & Development,2,4,Life Sciences,2651,0,2,Manufacturing Director,Married,61790,1.0,11,0,1.0,3,1,1,0,3,3,4,1,2,2077h 20min,7h 57min,8h 46min,6h 59min
36,0,1,Research & Development,24,3,Life Sciences,2652,0,2,Laboratory Technician,Married,61200,0.0,19,0,10.0,2,9,3,4,3,3,1,4,3,2043h 39min,7h 49min,8h 46min,6h 31min
36,0,2,Research & Development,16,1,Medical,2653,1,2,Sales Executive,Divorced,105960,7.0,15,0,18.0,3,4,0,2,2,3,4,2,3,2045h 32min,7h 50min,8h 37min,7h 0min
56,0,0,Research & Development,8,1,Life Sciences,2654,1,1,Sales Executive,Divorced,54670,1.0,20,0,13.0,6,13,1,9,2,4,3,3,2,1727h 39min,6h 37min,7h 24min,5h 51min
29,1,1,Research & Development,9,4,Medical,2655,1,2,Sales Representative,Married,29960,9.0,25,0,4.0,4,2,2,2,3,4,1,4,4,2838h 11min,10h 52min,11h 33min,9h 54min
42,0,1,Research & Development,17,1,Life Sciences,2656,1,3,Research Scientist,Married,99980,5.0,24,2,24.0,3,22,4,14,2,4,1,3,2,1925h 45min,7h 22min,8h 9min,6h 32min
56,1,1,Sales,10,4,Other,2657,1,2,Sales Executive,Married,40780,8.0,24,1,14.0,3,10,9,8,3,4,4,3,1,1778h 12min,6h 48min,7h 31min,5h 55min
41,0,1,Research & Development,13,4,Life Sciences,2658,0,1,Healthcare Representative,Married,109200,0.0,15,1,21.0,3,20,0,10,4,3,1,2,3,2039h 24min,7h 48min,8h 37min,7h 3min
34,0,1,Sales,1,3,Medical,2659,0,1,Laboratory Technician,Married,62320,1.0,13,1,8.0,3,8,1,7,3,3,4,3,3,1921h 8min,7h 21min,8h 31min,6h 35min
36,0,0,Sales,1,1,Medical,2660,0,1,Human Resources,Divorced,132470,1.0,14,0,15.0,3,15,11,11,3,3,4,4,2,2009h 16min,7h 41min,8h 30min,7h 1min
41,0,1,Research & Development,1,5,Medical,2661,1,1,Healthcare Representative,Divorced,40810,2.0,13,0,14.0,3,5,0,4,3,3,3,2,3,1847h 30min,7h 4min,8h 9min,6h 8min
32,0,1,Sales,9,4,Life Sciences,2662,0,2,Research Scientist,Single,57690,1.0,11,0,4.0,3,4,1,2,3,3,4,1,3,1750h 1min,6h 42min,7h 38min,5h 44min
35,0,1,Research & Development,16,3,Medical,2663,0,2,Healthcare Representative,Single,23940,1.0,16,1,9.0,3,9,1,7,3,3,3,4,3,2737h 26min,10h 29min,11h 24min,9h 41min
38,0,1,Research & Development,23,3,Medical,2664,1,3,Sales Representative,Married,39040,1.0,22,0,10.0,3,10,1,9,2,4,1,4,3,1805h 39min,6h 55min,7h 42min,6h 0min
50,1,2,Sales,4,2,Life Sciences,2665,0,2,Laboratory Technician,Divorced,167990,7.0,14,1,12.0,2,6,0,1,2,3,2,3,3,1878h 34min,7h 11min,8h 7min,6h 30min
36,0,1,Research & Development,22,4,Life Sciences,2666,1,1,Healthcare Representative,Married,29500,4.0,14,0,8.0,1,6,0,0,2,3,2,4,2,1642h 25min,6h 17min,7h 9min,5h 24min
45,0,1,Sales,24,3,Life Sciences,2667,1,1,Laboratory Technician,Single,36290,8.0,16,1,8.0,2,5,0,1,4,3,4,3,3,1589h 28min,6h 5min,7h 0min,5h 13min
40,0,1,Sales,10,4,Life Sciences,2668,1,1,Research Scientist,Single,93620,2.0,11,1,8.0,6,2,2,2,3,3,3,3,3,1620h 26min,6h 12min,7h 5min,5h 19min
35,0,2,Sales,7,2,Life Sciences,2669,1,2,Manufacturing Director,Married,32290,1.0,25,0,10.0,2,10,0,2,2,4,3,3,4,2188h 16min,8h 23min,9h 15min,7h 28min
40,0,1,Research & Development,17,4,Life Sciences,2670,1,1,Manager,Married,35780,2.0,14,1,20.0,2,5,0,2,3,3,3,3,3,1957h 51min,7h 30min,8h 30min,6h 28min
35,0,1,Human Resources,14,1,Life Sciences,2671,1,2,Research Scientist,Married,79880,1.0,18,0,4.0,3,4,1,1,3,3,3,4,3,1796h 25min,6h 52min,7h 38min,6h 11min
29,0,1,Research & Development,1,3,Medical,2672,1,3,Sales Executive,Married,42840,4.0,11,0,10.0,5,4,0,3,2,3,4,2,3,2555h 39min,9h 47min,10h 33min,8h 56min
29,0,1,Research & Development,5,3,Medical,2673,1,2,Sales Representative,Single,75530,1.0,19,0,5.0,3,5,0,4,3,3,4,1,1,1596h 33min,6h 7min,6h 57min,5h 12min
50,1,1,Research & Development,17,3,Medical,2674,1,1,Research Scientist,Divorced,173280,4.0,15,2,20.0,1,3,2,0,3,3,4,1,3,2502h 15min,9h 35min,10h 35min,8h 46min
39,0,1,Sales,25,3,Medical,2675,1,2,Sales Executive,Married,197010,0.0,11,0,21.0,3,20,9,6,4,3,2,4,2,1954h 39min,7h 29min,8h 20min,6h 45min
31,0,0,Research & Development,8,4,Life Sciences,2676,0,4,Sales Executive,Single,147320,0.0,12,0,10.0,3,9,1,7,3,3,2,1,3,1894h 24min,7h 15min,8h 9min,6h 27min
26,0,1,Research & Development,11,4,Medical,2677,1,2,Manager,Single,92780,0.0,20,0,5.0,3,4,0,0,3,4,4,3,3,1964h 1min,7h 31min,8h 18min,6h 38min
36,0,2,Research & Development,5,1,Technical Degree,2678,1,1,Sales Executive,Married,13590,4.0,12,0,17.0,2,5,0,3,3,3,3,4,3,2008h 46min,7h 41min,8h 20min,6h 53min
39,0,1,Research & Development,2,1,Medical,2679,0,1,Research Scientist,Married,47790,4.0,14,2,9.0,3,7,1,7,3,3,4,1,3,1562h 45min,5h 59min,6h 43min,4h 48min
27,0,1,Research & Development,8,2,Medical,2680,1,1,Laboratory Technician,Married,164220,1.0,20,1,6.0,3,6,0,3,3,4,2,2,3,2425h 1min,9h 17min,9h 58min,8h 28min
49,0,2,Research & Development,6,1,Medical,2681,1,3,Healthcare Representative,Married,29960,2.0,18,1,17.0,2,9,0,8,2,3,4,2,2,1675h 28min,6h 25min,7h 8min,5h 46min
34,0,1,Sales,4,3,Medical,2682,0,1,Sales Executive,Married,12610,2.0,14,1,6.0,6,4,1,2,3,3,2,3,4,1689h 18min,6h 28min,7h 20min,5h 46min
41,1,1,Research & Development,7,2,Life Sciences,2683,0,1,Research Scientist,Single,20990,8.0,12,1,8.0,2,6,0,5,3,3,2,4,1,2241h 31min,8h 35min,9h 20min,7h 47min
49,0,2,Sales,1,4,Life Sciences,2684,0,2,Manufacturing Director,Married,58100,1.0,21,1,10.0,2,10,1,7,3,4,3,2,3,1749h 49min,6h 42min,7h 31min,5h 55min
37,1,1,Research & Development,2,3,Life Sciences,2685,1,1,Sales Executive,Single,56470,6.0,19,0,7.0,2,0,0,0,3,3,4,3,3,2214h 41min,8h 29min,9h 22min,7h 26min
33,0,2,Research & Development,10,2,Medical,2686,1,2,Research Scientist,Married,34200,1.0,14,0,8.0,3,8,3,0,3,3,4,3,3,2485h 58min,9h 31min,10h 9min,8h 33min
27,0,1,Sales,5,4,Medical,2687,0,4,Manufacturing Director,Married,44000,9.0,17,1,6.0,3,2,2,2,2,3,1,2,3,1666h 57min,6h 23min,7h 8min,5h 39min
32,0,2,Research & Development,9,2,Medical,2688,0,2,Research Scientist,Single,35000,0.0,16,1,8.0,2,7,3,6,2,3,4,4,2,1892h 6min,7h 14min,8h 9min,6h 32min
59,0,1,Sales,2,2,Marketing,2689,0,5,Sales Representative,Married,20660,4.0,12,1,12.0,3,1,0,0,3,3,3,1,2,2602h 31min,9h 58min,10h 46min,9h 7min
30,0,1,Research & Development,11,4,Medical,2690,1,2,Laboratory Technician,Divorced,171690,1.0,17,2,1.0,2,1,0,0,3,3,4,3,3,1669h 0min,6h 23min,7h 12min,5h 17min
38,0,2,Sales,18,4,Life Sciences,2691,1,2,Healthcare Representative,Single,41620,0.0,15,1,10.0,1,9,1,8,3,3,4,3,3,2087h 33min,7h 59min,8h 52min,7h 14min
36,0,1,Research & Development,7,3,Life Sciences,2692,1,1,Sales Executive,Married,92040,6.0,23,1,17.0,2,7,7,7,3,4,3,3,2,2042h 35min,7h 49min,8h 41min,6h 51min
35,0,1,Human Resources,3,4,Human Resources,2693,1,2,Manager,Married,32940,0.0,11,0,6.0,2,5,0,3,3,3,1,2,3,1957h 1min,7h 29min,8h 13min,6h 40min
29,0,1,Sales,29,4,Life Sciences,2694,1,2,Laboratory Technician,Single,21270,0.0,11,1,10.0,3,9,0,8,2,3,4,3,3,2801h 5min,10h 43min,11h 31min,9h 39min
31,0,1,Research & Development,2,2,Medical,2695,1,2,Laboratory Technician,Divorced,39750,1.0,15,1,5.0,3,5,4,3,3,3,1,3,2,1653h 29min,6h 20min,7h 4min,5h 44min
34,0,1,Research & Development,28,3,Technical Degree,2696,1,1,Laboratory Technician,Divorced,107930,0.0,11,3,3.0,1,2,1,2,2,3,2,4,3,1981h 34min,7h 35min,8h 24min,6h 50min
28,1,1,Research & Development,1,4,Life Sciences,2697,1,5,Research Director,Single,100960,,13,0,6.0,2,4,0,3,3,3,3,3,3,2744h 35min,10h 30min,11h 20min,9h 39min
29,0,1,Research & Development,16,2,Life Sciences,2698,0,4,Laboratory Technician,Divorced,36460,1.0,14,0,10.0,3,10,8,8,4,3,2,1,3,2091h 20min,8h 0min,8h 45min,7h 12min
32,0,1,Human Resources,22,3,Human Resources,2699,0,2,Research Director,Divorced,74460,0.0,19,0,7.0,3,6,0,5,3,3,1,2,2,2794h 39min,10h 42min,11h 28min,9h 58min
22,0,0,Research & Development,8,3,Life Sciences,2700,0,3,Sales Executive,Divorced,108510,1.0,16,1,1.0,2,1,0,0,4,3,4,4,2,2605h 56min,9h 59min,10h 56min,9h 15min
53,0,1,Research & Development,11,3,Medical,2701,1,2,Manager,Married,21090,2.0,13,0,31.0,3,25,3,7,3,3,1,4,3,2091h 22min,8h 0min,8h 56min,7h 15min
38,0,1,Research & Development,29,3,Life Sciences,2702,0,1,Manufacturing Director,Single,37220,5.0,14,0,6.0,0,3,1,2,3,3,4,4,3,2524h 5min,9h 40min,10h 22min,8h 56min
24,0,0,Research & Development,1,5,Life Sciences,2703,1,3,Research Scientist,Divorced,93800,0.0,16,0,5.0,2,4,1,3,2,3,1,3,2,1802h 15min,6h 54min,8h 0min,6h 5min
36,1,1,Research & Development,1,3,Life Sciences,2704,1,1,Research Director,Single,54860,7.0,12,1,10.0,2,5,0,3,3,3,3,1,3,1698h 24min,6h 30min,7h 17min,5h 42min
34,0,1,Sales,24,3,Marketing,2705,1,4,Research Scientist,Single,27420,0.0,11,1,13.0,2,12,2,11,3,3,1,2,3,1597h 57min,6h 7min,6h 58min,5h 15min
21,0,1,Sales,2,3,Life Sciences,2706,1,2,Manufacturing Director,Single,137570,1.0,12,1,0.0,3,0,0,0,3,3,3,4,3,1562h 59min,5h 59min,6h 43min,5h 10min
34,1,1,Sales,15,2,Marketing,2707,0,2,Research Scientist,Single,84630,2.0,13,0,8.0,2,4,1,3,1,3,2,1,3,2032h 57min,7h 47min,8h 48min,6h 56min
53,0,1,Sales,2,1,Life Sciences,2708,1,5,Human Resources,Divorced,31620,4.0,15,0,26.0,4,14,4,8,3,3,3,3,2,1956h 5min,7h 29min,8h 18min,6h 40min
32,1,2,Research & Development,10,3,Medical,2709,0,2,Manufacturing Director,Single,165980,1.0,13,0,10.0,2,10,6,7,3,3,2,1,3,2477h 43min,9h 29min,10h 28min,8h 37min
42,0,1,Research & Development,10,3,Technical Degree,2710,1,2,Laboratory Technician,Married,66510,0.0,20,0,10.0,5,9,4,2,2,4,3,2,3,1795h 55min,6h 52min,7h 47min,6h 0min
44,0,1,Research & Development,3,1,Life Sciences,2711,0,1,Manufacturing Director,Married,23450,3.0,15,2,24.0,0,22,5,17,3,3,1,4,3,1850h 44min,7h 5min,7h 46min,6h 19min
46,0,1,Sales,2,3,Life Sciences,2712,0,1,Research Scientist,Single,34200,3.0,13,2,22.0,3,2,2,1,1,3,2,1,2,2089h 43min,8h 0min,8h 56min,7h 14min
33,0,1,Sales,3,3,Medical,2713,1,1,Manufacturing Director,Single,43730,4.0,14,0,7.0,3,1,0,0,3,3,3,4,3,1685h 42min,6h 27min,7h 25min,5h 33min
44,0,1,Human Resources,26,3,Life Sciences,2714,1,5,Healthcare Representative,Married,47590,2.0,21,0,9.0,2,4,1,3,3,4,4,4,4,2215h 52min,8h 29min,9h 18min,7h 51min
30,0,1,Research & Development,1,4,Technical Degree,2715,0,1,Research Scientist,Single,53010,1.0,16,1,10.0,3,10,1,8,3,3,4,3,3,1591h 47min,6h 5min,6h 53min,5h 6min
39,1,1,Human Resources,1,4,Medical,2716,1,1,Sales Executive,Married,36730,3.0,14,1,19.0,3,1,0,0,3,3,4,4,4,1693h 42min,6h 29min,7h 18min,5h 38min
